arrival_times,severity_levels,start_times,departure_times,waiting_times
154.54463035543958,3,174.41781779195,575.6071180099766,19.87318743651042
154.5463666102599,3,177.77369935806084,184.94035662323103,23.227332747800943
154.6950860104403,2,253.44147652714352,271.91073437217415,98.74639051670323
154.7424686242865,2,259.66601921099743,529.981114996766,104.92355058671095
154.94104755838703,1,338.5066005036062,352.66739558413474,183.56555294521917
155.11582198070542,3,180.89772720044664,561.6693992118543,25.78190521974122
155.26142968132973,2,259.793694418668,305.4978629497792,104.53226473733827
155.56523373000826,2,262.4220867632828,280.0184123887412,106.85685303327452
155.72740704453452,2,263.7970795588873,310.60515831601043,108.06967251435276
155.8909722221133,2,267.5949985256064,482.81892712590775,111.7040263034931
157.9991216364675,2,269.0119862142852,594.2324909065453,111.01286457781768
158.04894664641887,1,344.80682390741094,472.48089590565155,186.75787726099207
158.2754429021625,2,269.1550274093851,354.1869656412,110.87958450722263
158.46556181455145,2,269.50667492235556,454.7899736943275,111.04111310780411
158.68626078016047,3,181.21545184045416,263.7970795588873,22.529191060293698
158.78291110065607,2,280.0184123887412,338.303255275644,121.23550128808512
159.1824155504426,3,183.07256932725667,999.0480756343824,23.89015377681406
159.98147375072637,2,291.6015923457369,293.80023999631277,131.62011859501052
160.82030918470105,2,293.3961436480185,308.41318310593397,132.57583446331745
161.80122249858593,3,185.25692652305165,269.1550274093851,23.455704024465717
163.0819185564473,2,297.8265030302651,302.34411294795035,134.74458447381778
163.47768690488448,1,354.0703940746663,368.48501031156593,190.59270716978182
163.76359928859267,1,354.1869656412,417.1703141107944,190.42336635260733
163.92083046861256,3,192.0887205237405,389.07579513614866,28.16789005512794
164.08720367639654,2,303.02460457141564,677.9775920694826,138.9374008950191
169.44007803298513,3,213.61562900324284,825.866154090255,44.17555097025772
171.120255354789,2,310.5038265439921,380.7736578123895,139.38357118920308
172.35174932969232,1,363.25224762439785,384.8757377790019,190.90049829470553
173.4762364589798,1,368.2346836223578,402.6175498061725,194.758447163378
174.41781779195,2,317.1891921483545,467.0985741724298,142.7713743564045
175.23294683478946,2,321.3504130638692,373.77678031283506,146.11746622907975
175.8937814940446,2,323.1768938169722,487.5753510688829,147.28311232292762
177.01234033976908,2,332.4767384075093,420.95159300651756,155.4643980677402
177.18543154025423,3,227.2538641629535,516.3581161082975,50.06843262269928
177.52642565558597,2,334.9786374392254,431.2301038145322,157.45221178363943
177.5363012712957,2,337.5739594205676,396.1723552646395,160.03765814927186
177.60956949672706,3,231.45158928282746,1298.9477888976207,53.842019786100394
177.77369935806084,2,337.668865524035,579.9676221511179,159.8951661659742
177.85049949739488,2,338.303255275644,363.66361096031153,160.45275577824913
178.40185554122817,3,231.45158928282746,961.713363261784,53.04973374159928
178.43762525249133,3,231.45158928282746,472.04690796111737,53.013964030336126
178.5066168418207,1,386.9379415055358,548.9047848063973,208.4313246637151
178.710503555836,3,231.45158928282746,810.5887926975915,52.74108572699146
179.37221186507446,2,340.24632468108496,433.277436716531,160.8741128160105
179.71193791747947,2,340.2527059194018,344.0706049516286,160.54076800192234
180.89772720044664,2,340.8943798973882,393.46167192383797,159.99665269694157
181.21545184045416,3,233.8597440425573,514.691336087284,52.644292202103145
181.26338852713977,2,342.18377807274277,510.8049298377449,160.920389545603
181.38485197686865,2,343.1797795244266,393.2865657524883,161.79492754755793
181.959527395005,2,344.0706049516286,369.2831073151888,162.11107755662357
182.12087325724153,2,347.98191631074394,650.6149469540258,165.8610430535024
183.07256932725667,1,399.8358737634665,699.4008135129474,216.76330443620984
183.1229585797393,1,407.00641555363836,460.7108229356286,223.88345697389906
183.32284478163365,1,407.74548330184956,421.30703348537486,224.4226385202159
183.47110709328717,1,408.70267175399295,431.5897777184761,225.23156466070577
185.25692652305165,1,409.76205026525275,411.0985061588279,224.5051237422011
185.26737549865035,2,349.0723340915379,761.8296067440556,163.80495859288757
185.38252156006854,1,410.9542119094614,419.974447066388,225.57169034939284
185.6396360933298,2,349.63578139723046,493.98821376708065,163.99614530390065
185.84338209589853,3,247.54178059644985,362.8430588934553,61.69839850055132
186.32741224270256,2,351.4533402310308,487.16970681940427,165.12592798832821
186.3674616427551,2,352.66739558413474,529.7206860937872,166.29993394137963
186.86484742577443,1,412.3984496043039,539.8700714587138,225.53360217852946
187.01720292949958,1,417.1703141107944,433.81689609112095,230.1531111812948
187.03136993972547,1,419.974447066388,420.7705315998702,232.94307712666253
187.33086513327225,1,420.7705315998702,431.3695126893623,233.43966646659794
187.79476209164503,2,353.40948555605013,740.2751024033846,165.6147234644051
192.0887205237405,1,449.64762459864784,598.7309219464727,257.55890407490733
192.13869842729642,1,450.4951665168037,516.0039568509511,258.3564680895073
192.21598503692093,1,452.5781737994683,518.6442015318532,260.36218876254736
198.10728737653938,2,356.4929528935038,540.2403034339659,158.38566551696442
199.0471831456351,2,362.8430588934553,395.23715970473205,163.7958757478202
200.52746948835585,2,363.66361096031153,776.6428171698901,163.13614147195568
201.11488967966238,2,367.5813274084396,458.73974597862104,166.46643772877724
201.40242058857646,2,368.48501031156593,449.64762459864784,167.08258972298947
201.62383549455996,1,463.079072898141,515.762692046974,261.45523740358107
202.00631583481825,3,271.91073437217415,289.22841351728596,69.9044185373559
202.04127854090927,2,369.2831073151888,399.8358737634665,167.2418287742795
202.24641584945502,1,465.76420005082457,562.2110145613499,263.5177842013695
202.89624175102884,3,289.0735577143395,320.18773695620314,86.17731596331063
202.89646713771444,3,289.2061134797506,621.9189123143922,86.30964634203619
202.97181564302784,1,467.0985741724298,487.3665765916615,264.12675852940197
203.018970122892,2,369.73027463603665,452.5781737994683,166.71130451314465
203.07668239669087,3,289.22841351728596,411.8632026207785,86.15173112059509
203.1834264187911,3,290.8658262881654,449.10327826839267,87.68239986937431
203.2794935005458,1,471.4761930234205,562.8848000614059,268.19669952287467
204.05993640583375,2,371.01677115408773,430.2487898078203,166.95683474825398
204.22818532222487,2,373.77678031283506,514.164893471393,169.54859499061018
204.62888946921066,2,379.6379680638678,488.22641222783176,175.00907859465713
